type,name,median_tau_score,description,ts_pc,belongs_to,id,pc,target
CP,GSK-3-inhibitor-IX,-64.19,"glycogen synthase kinase inhibitor, lipoxygenase inhibitor, PKC inhibitor","1.55, 0.44","Glycogen synthase kinase inhibitor, PKC inhibitor",BRD-K04923131,"0.00, 0.00","ALOX5, GSK3A, GSK3B"
CP,tamoxifen,-64.29,"estrogen receptor antagonist, selective estrogen receptor modulator (SERM), estrogen receptor agonist, estrogen receptor modulator, PKC inhibitor","1.98, 0.59",Estrogen receptor antagonist,BRD-K04210847,"0.00, 0.00","ESR1, ESR2, CYP3A5, EBP, GPER1, PRKCA, PRKCB, PRKCD, PRKCE, PRKCG, PRKCI, PRKCQ, PRKCZ"
CP,latrepirdine,-64.53,"glutamate receptor antagonist, histamine receptor antagonist, serotonin receptor antagonist","1.57, 0.36",,BRD-K55703048,"0.00, 0.00","HTR6, GRIN2B, HRH1"
CP,dihydrexidine,-64.64,dopamine receptor agonist,"1.25, 0.32",,BRD-A99164655,"0.00, 0.00","DRD1, DRD2, DRD3, DRD4, DRD5"
CP,olanzapine,-64.77,"dopamine receptor antagonist, serotonin receptor antagonist","0.57, 0.17",,BRD-K18895904,"12.50, 0.00","DRD2, HTR2A, HTR2C, DRD1, DRD3, DRD4, HRH1, HTR1A, HTR1B, HTR1D, HTR1E, HTR6, HTR7, ADRA1A, ADRA1B, ADRA2A, ADRA2B, ADRA2C, ADRB1, ADRB2, ADRB3, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CYP2C8, DRD5, GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ, HRH2, HRH4, HTR1F, HTR2B, HTR3A, HTR5A"
CP,BRD-K61106942,-64.8,pyruvate kinase isozyme activator,"1.02, 0.26",,BRD-K61106942,"10.00, 10.00",PKM
CP,deltaline,60.25,acetylcholine receptor antagonist,"0.77, 0.28",,BRD-A99177642,"20.00, 10.00",CHRNA7
CP,ipratropium,60.21,acetylcholine receptor antagonist,"1.26, 0.40",,BRD-A07029265,"0.00, 0.00","CHRM1, CHRM2, CHRM3, CHRM4, CHRM5"
CP,riluzole,60.15,"glutamate release inhibitor, dopamine receptor agonist, glutamate receptor antagonist, potassium channel blocker, Sodium Channel  Blockers, sodium channel blocker","0.35, 0.05",,BRD-K21283037,"0.00, 0.00","KCND3, KCNK10, KCNK2, KCNK4, KCNN4, SCN5A, SLC7A11"
CP,profenamine,60.13,"butyrylcholinesterase inhibitors, cholinergic receptor antagonist, glutamate receptor antagonist","1.26, 0.40",,BRD-A16311756,"0.00, 0.00","CHRM1, BCHE, CHRM2, GRIN3A"
CP,NCS-382,60.12,GABA receptor antagonist,"0.91, 0.31",,BRD-A67433117,"0.00, 0.00","GABBR1, GABBR2, SLC52A2"
CP,BRD-K71726959,60.11,CDK inhibitor,"0.63, 0.30",,BRD-K71726959,"0.00, 0.00","CDK1, CDK5"
CP,kenpaullone,60.05,"CDK inhibitor, glycogen synthase kinase inhibitor, src inhibitor","0.88, 0.39","CDK inhibitor, Glycogen synthase kinase inhibitor",BRD-K37312348,"0.00, 0.00","GSK3B, CDK1, CDK5, CCNB1, CDK2, LCK"
CP,procyclidine,60.02,anticholinergic,"1.05, 0.30",,BRD-A31800922,"0.00, 0.00","CHRM1, CHRM2, CHRM3, CHRM4"
CP,sitagliptin,60,"dipeptidyl peptidase inhibitor, HMGCR inhibitor, insulin secretagogue, tumor necrosis factor expression inhibitor","2.65, 0.89",,BRD-K19416115,"0.00, 0.00","DPP4, CYP2C8, FASLG, HMGCR, SLC22A8"
CP,benzydamine,59.85,"membrane integrity inhibitor, prostanoid receptor inhibitor","0.93, 0.26",,BRD-K76133116,"0.00, 0.00","PRSS1, PRSS2"
CP,GBR-13069,-62.71,dopamine uptake inhibitor,"2.94, 1.12",,BRD-K92577649,"0.00, 0.00",SLC6A3
CP,NTNCB,-62.87,neuropeptide receptor antagonist,"1.69, 0.73",,BRD-A94413429,"0.00, 0.00",NPY5R
CP,sirolimus,-63.11,"mTOR inhibitor, CCR expression inhibitor, cell cycle inhibitor, proteasome inhibitor, protein kinase inhibitor, T cell inhibitor","1.42, 0.40",,BRD-A23770159,"0.00, 0.00","MTOR, FKBP1A, CCR5, FGF2"
CP,CO-101244,-63.12,ionotropic glutamate receptor antagonist,"0.97, 0.23",,BRD-K55677650,"0.00, 0.00",GRIN2B
CP,PD-98059,-63.17,"MEK inhibitor, MAP kinase inhibitor","0.90, 0.23",MEK inhibitor,BRD-K62810658,"0.00, 0.00","MAP2K1, AKT1, CHEK1, GSK3B, LCK, MAP2K2, MAPK1, MAPK11, MAPK12, MAPK14, MAPK3, MAPK8, PRKCA, RAF1, ROCK1, RPS6KB1, SGK1"
CP,capsazepine,-63.3,"TRPV agonist, TRPV antagonist","1.49, 0.49",,BRD-K44849676,"0.00, 0.00","TRPV1, TRPV4"
CP,BRD-K01265221,-63.41,BCL inhibitor,"1.01, 0.25",,BRD-K01265221,"10.00, 10.00",BCL2
CP,calcifediol,-63.42,vitamin D receptor agonist,"0.88, 0.28",Vitamin D receptor agonist,BRD-K77175907,"10.00, 0.00",VDR
CP,CG-930,-63.53,JNK inhibitor,"0.86, 0.28",,BRD-K84085265,"0.00, 0.00",MAPK8
CP,dienestrol,-63.72,estrogen receptor agonist,"0.34, 0.25",Estrogen receptor agonist,BRD-K95309561,"0.00, 0.00",ESR1
CP,S-14506,59.71,serotonin receptor agonist,"0.92, 0.26",Serotonin receptor agonist,BRD-K46766488,"22.22, 11.11","HTR1A, DRD2, HTR2C"
CP,deoxycholic-acid,59.66,"biliverdin reductase A activator, G protein coupled receptor agonist, unidentified pharmacological activity","0.91, 0.28",,BRD-K41170226,"10.00, 10.00","GPBAR1, EFTUD1, FPR1"
CP,acetylcholine,59.61,neurotransmitter of the peripheral and central nervous systems,"2.52, 0.67",,BRD-K82381502,"0.00, 0.00","ACHE, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA2"
CP,EI-231,59.61,casein kinase inhibitor,"1.39, 0.43",,BRD-A74904029,"20.00, 10.00","CSNK2A1, CSNK2A2, CSNK2B"
CP,tyrphostin-AG-1296,59.61,FLT3 inhibitor,"0.65, 0.23",,BRD-K76064317,"10.00, 10.00",FLT3
CP,bisacodyl,59.56,stimulant laxative,"0.64, 0.26",,BRD-K39987650,"0.00, 0.00",
CP,indinavir,59.55,HIV protease inhibitor,"1.13, 0.28",HIV protease inhibitor,BRD-K33226500,"25.00, 0.00",CYP3A5
CP,BRD-A18279961,59.54,pyruvate kinase isozyme activator,"0.95, 0.18",,BRD-A18279961,"11.11, 0.00",PKM
CP,cerivastatin,59.53,HMGCR inhibitor,"0.95, 0.18",HMGCR inhibitor,BRD-K81169441,"0.00, 0.00","HMGCR, CYP2C8, CYP3A5"
CP,splitomycin,59.49,SIRT inhibitor,"1.26, 0.49",,BRD-K27710560,"0.00, 0.00","SIRT1, SIRT2"
CP,BRD-K75430629,-61.92,PI3K inhibitor,"1.33, 0.44",,BRD-K75430629,"0.00, 0.00",PIK3CD
CP,BRD-A61189834,-62.02,XIAP inhibitor,"1.20, 0.36",,BRD-A61189834,"0.00, 0.00",XIAP
CP,dexamethasone,-62.21,"glucocorticoid receptor agonist, corticosteroid agonist, immunosuppressant","1.47, 0.68",,BRD-A69951442,"0.00, 0.00","ANXA1, CYP3A4, CYP3A5, NOS2, NR0B1, NR3C1, NR3C2"
CP,radicicol,-62.34,"HSP inhibitor, ATP citrase lyase inhibitor, MAP kinase inhibitor, opioid receptor ligand, pyruvate dehydrogenase kinase inhibitor","2.09, 0.76",HSP inhibitor,BRD-K33551950,"0.00, 0.00","ACLY, DLAT, HSP90AB1, HSP90B1, MAP3K7, OPRM1, PDK3"
CP,articaine,-62.42,local anesthetic,"1.18, 0.34",,BRD-A70514680,"0.00, 0.00",
CP,cyclosporin-a,-62.46,"calcineurin inhibitor, cyclophilin inhibitor, immunosuppressant, insulin expression inhibitor, T cell inhibitor","1.84, 0.53",,BRD-A69815203,"0.00, 0.00","PPIA, ABCB11, CAMLG, CYP3A5, CYP3A7, FPR1, PPID, PPIF, PPP3CA, PPP3R2, SLC10A1, SLCO1B1, SLCO1B3"
CP,indapamide,-62.48,"carbonic anhydrase inhibitor, thiazide diuretic","1.00, 0.23",Na-K-Cl transporter inhibitor,BRD-A95869247,"11.11, 11.11","KCNQ1, CA7, KCNE1, SLC12A3"
CP,mycophenolate-mofetil,-62.66,"dehydrogenase inhibitor, hydroxycarboxylic acid receptor agonist, immunosuppressant, IMPDH inhibitor, inosine monophosphate dehydrogenase inhibitor","1.16, 0.33",IMPDH inhibitor,BRD-K92428153,"0.00, 0.00","IMPDH1, IMPDH2, HCAR2"
CP,perospirone,-62.69,"dopamine receptor antagonist, serotonin receptor antagonist","0.90, 0.18",,BRD-K85503079,"0.00, 0.00","DRD2, HTR2A, DRD3, DRD4, HTR2C"
CP,SA-792728,-62.71,"sphingosine kinase inhibitor, ATPase inhibitor","1.88, 0.68",,BRD-K20755323,"10.00, 0.00","SPHK1, VCP"
CP,E-4031,59.25,"polarization inhibitor, potassium channel antagonist, potassium channel blocker","0.72, 0.18",,BRD-K41713976,"0.00, 0.00","KCNH2, KCNH1"
CP,calcipotriol,59.24,vitamin D receptor agonist,"1.07, 0.26",Vitamin D receptor agonist,BRD-K56429665,"11.11, 11.11",VDR
CP,psoromic-acid,59.17,Rab-Prenylation Inhibitor,"1.73, 0.28",,BRD-K04170657,"0.00, 0.00",
CP,nalbuphine,59.01,"opioid receptor agonist, opioid receptor antagonist","1.08, 0.34",,BRD-A92651262,"20.00, 10.00","OPRD1, OPRK1, OPRM1"
CP,nadolol,58.94,adrenergic receptor antagonist,"0.72, 0.11",,BRD-A87606379,"10.00, 0.00","ADRB1, ADRB2, ADRB3"
CP,VX-702,58.92,p38 MAPK inhibitor,"1.49, 0.30",P38 MAPK inhibitor,BRD-K07736136,"0.00, 0.00","MAPK14, MAPK11, MAPK12"
CP,cabergoline,58.87,"dopamine receptor agonist, prolactin inhibitor, prolactin secretion inhibitor","1.43, 0.36",,BRD-A63043573,"10.00, 10.00","DRD2, ADRA1A, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, ADRA1B, ADRA1D, ADRB1, ADRB2, HTR7, PRL"
CP,JWE-035,58.81,Aurora kinase inhibitor,"1.50, 0.56",Aurora kinase inhibitor,BRD-K83972459,"0.00, 0.00",AURKA
CP,NU-7441,58.78,"DNA dependent protein kinase, DNA dependent protein kinase inhibitor, P glycoprotein inhibitor","1.41, 0.63",DNA dependent protein kinase inhibitor,BRD-K00337317,"0.00, 0.00","PRKDC, ABCB1"
CP,droperidol,58.76,"dopamine receptor antagonist, dopamine receptor","0.52, 0.11",Dopamine receptor antagonist,BRD-K97158071,"0.00, 0.00","DRD2, ADRA1A"
CP,cimaterol,-61.24,adrenergic receptor agonist,"0.82, 0.26",Beta-adrenergic receptor agonist,BRD-A65440446,"0.00, 0.00",
CP,SB-590885,-61.27,RAF inhibitor,"0.90, 0.41",RAF inhibitor,BRD-K01253243,"0.00, 0.00",BRAF
CP,mibefradil,-61.29,"T-type calcium channel blocker, angiogenesis inhibitor, calcium channel blocker, calcium channel inhibitor, L-type calcium channel blocker, sodium channel blocker","1.25, 0.33",,BRD-A48631911,"0.00, 0.00","CACNA1G, CACNA1H, CACNA1C, CACNA1I, ANO1, CACNA1D, CACNA1F, CACNA1S, CACNB1, CACNB2, CACNB3, CACNB4, CATSPER1, CATSPER2, CATSPER3, CATSPER4, CYP3A5, CYP3A7, SCN2A, SCN4A, SCN5A, SCN9A"
CP,amlexanox,-61.3,"histamine release inhibitor, mediator release inhibitor","1.24, 0.34",,BRD-K29530284,"0.00, 0.00","FGF1, IL3, S100A12, S100A13"
CP,fillalbin,-61.34,increases arterial blood pressure,"0.75, 0.22",,BRD-K28667196,"0.00, 0.00",
CP,zuclopenthixol,-61.34,dopamine receptor antagonist,"0.95, 0.25",,BRD-K28761384,"10.00, 10.00","DRD2, DRD1, ADRA1A, ADRA2A, DRD5, HRH1, HTR2A"
CP,VUF-5681,-61.57,histamine receptor antagonist,"0.89, 0.35",,BRD-K62206109,"0.00, 0.00",HRH3
CP,troglitazone,-61.66,"PPAR receptor agonist, insulin sensitizer, CCK ligand expression inhibitor, EGR1 expression enhancer, glycogen synthase kinase stimulant","0.83, 0.27",PPAR receptor agonist,BRD-A13084692,"0.00, 0.00","PPARG, ACSL4, AKR1B1, CCL2, CYP3A4, ESRRA, ESRRG, INS, SERPINE1, SLC29A1, TRPM3"
CP,KF-38789,-61.7,P selectin inhibitor,"2.00, 0.59",,BRD-A54927599,"0.00, 0.00",SELP
CP,L-689560,-61.77,glutamate receptor antagonist,"1.13, 0.25",,BRD-K74284736,"0.00, 0.00","GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D"
CP,ozagrel,58.71,"thromboxane synthase inhibitor, platelet aggregation inhibitor, selective thromboxane synthetase inhibitor","1.06, 0.34",,BRD-K19525698,"10.00, 0.00",TBXAS1
CP,VU-0418947-2,58.7,hypoxia inducible factor activator,"1.82, 0.63",HIF activator,BRD-K76907295,"11.11, 0.00",
CP,5'-guanidinonaltrindole,58.67,opioid receptor antagonist,"1.44, 0.57",,BRD-A33084410,"11.11, 11.11",
CP,amodiaquine,58.61,histamine N-methyltransferase inhibitor,"1.06, 0.34",,BRD-K91290917,"0.00, 0.00","HNMT, CYP2C8"
CP,iocetamic-acid,58.54,molecule used as a contrast medium,"0.77, 0.35",,BRD-A37492983,"0.00, 0.00",
CP,L-655708,58.46,GABA receptor inverse agonist,"0.99, 0.30",,BRD-A84389091,"0.00, 0.00","GABRA5, GABRA1, GABRA2, GABRA3, GABRG2"
CP,cyproheptadine,58.32,"histamine receptor antagonist, serotonin receptor antagonist","1.19, 0.47",,BRD-K28143534,"0.00, 0.00","HRH1, ADRA1A, ADRA1B, ADRA1D, CHRM1, CHRM2, CHRM3, HTR2A, HTR2B, HTR2C, HTR6, HTR7"
CP,nisoxetine,58.27,"dopamine transporter inhibitor, norepinephrine transporter inhibitor, serotonin transporter (SERT) inhibitor","0.66, 0.16",,BRD-A95696066,"0.00, 0.00","SLC6A2, SLC6A3, SLC6A4"
CP,vinpocetine,58.26,"phosphodiesterase inhibitor, sodium channel blocker, voltage-sensitive sodium channel inhibitor","0.94, 0.38",,BRD-A19374631,"0.00, 0.00","PDE1A, PDE1C, SCN10A"
CP,meropenem,58.23,cell wall synthesis inhibitor,"0.94, 0.31",,BRD-K01612348,"11.11, 11.11",
CP,osthol,-60.67,"ACAT inhibitor, GABA receptor modulator","0.73, 0.13",,BRD-K78294846,"0.00, 0.00",
CP,podophyllotoxin,-60.73,"caspase activator, insulin growth factor receptor inhibitor, microtubule inhibitor, tubulin inhibitor","1.50, 0.43",Tubulin inhibitor,BRD-K47869605,"0.00, 0.00","IGF1R, CASP3, TOP2A, TUBA4A, TUBB"
CP,TAK-715,-60.73,"p38 MAPK inhibitor, tumor necrosis factor production inhibitor","0.60, 0.20",P38 MAPK inhibitor,BRD-K52751261,"10.00, 0.00","MAPK14, TNF"
CP,medrysone,-60.75,"corticosteroid hormone receptor agonist, glucocorticoid receptor agonist","0.80, 0.24",,BRD-K56515112,"0.00, 0.00",NR3C1
CP,TCPOBOP,-60.75,constitutive androstane receptor (CAR) agonist,"1.01, 0.31",,BRD-K30743633,"10.00, 10.00",NR1I3
CP,treprostinil,-60.87,prostacyclin analog,"0.99, 0.23",,BRD-A67438293,"11.11, 0.00","PTGIR, CYP2C8, P2RY12, PPARD, PTGDR, PTGER1, PTGER2, PTGER3, PTGER4"
CP,BRD-K16604360,-60.89,"antiamyloidogenic agent, dopamine receptor agonist","0.63, 0.16",,BRD-K16604360,"10.00, 0.00",
CP,tyrphostin-AG-1295,-60.97,"FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor","1.66, 0.44",,BRD-K57926513,"0.00, 0.00","FLT3, KDR, PDGFRA, PDGFRB"
CP,ramipril,-60.97,angiotensin converting enzyme inhibitor,"1.52, 0.49",,BRD-A65739223,"0.00, 0.00",ACE
CP,isogedunin,-61.07,HSP inhibitor,"1.13, 0.20",,BRD-A52326238,"0.00, 0.00",
CP,everolimus,58.23,"mTOR inhibitor, angiogenesis inhibitor, cell cycle inhibitor, immunosuppressant, protein kinase inhibitor, rotamase inhibitor","1.93, 0.51",,BRD-K13514097,"10.00, 0.00","MTOR, CYP3A5, FKBP1A"
CP,metyrapone,58.2,"cytochrome P450 inhibitor, 11-beta hydroxysteroid dehydrogenase inhibitor, mineralocorticoid receptor antagonist","0.67, 0.19",,BRD-K46862739,"0.00, 0.00","CYP11B1, HSD11B1, NR3C2"
CP,AR-A014418,58,glycogen synthase kinase inhibitor,"0.88, 0.19",Glycogen synthase kinase inhibitor,BRD-K67860401,"0.00, 0.00",GSK3B
CP,pemoline,57.97,non-narcotic dopaminergic compound,"0.68, 0.18",,BRD-A80793822,"0.00, 0.00",
CP,tenoxicam,57.95,"cyclooxygenase inhibitor, prostanoid receptor inhibitor","0.67, 0.11",,BRD-A22844106,"0.00, 0.00","PTGS2, PTGS1"
CP,tizanidine,57.9,adrenergic receptor agonist,"1.50, 0.47",,BRD-K06335600,"11.11, 11.11","ADRA2A, ADRA2B, ADRA2C, CYP1A2, NISCH"
CP,ropinirole,57.82,"dopamine receptor agonist, dopamine receptor modulator","0.89, 0.31",,BRD-K15933101,"0.00, 0.00","DRD2, DRD3, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C"
CP,dichloroacetic-acid,57.72,"pyruvate dehydrogenase kinase inhibitor, pyruvate dehydrogenase stimulant","1.33, 0.38",,BRD-K13664374,"12.50, 12.50",PDK1
CP,prednisolone,57.66,glucocorticoid receptor agonist,"0.86, 0.39",Glucocorticoid receptor agonist,BRD-A01643550,"10.00, 10.00","NR3C1, NR3C2, SERPINA6"
CP,tyrphostin-1,57.66,epidermal growth factor receptor (EGFR) inhibitor,"0.55, 0.13",,BRD-K41996876,"0.00, 0.00",EGFR
CP,L-701324,-60.19,glutamate receptor antagonist,"0.68, 0.17",,BRD-K08109516,"10.00, 10.00","GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D"
CP,memantine,-60.2,"glutamate receptor antagonist, glutamate release inhibitor","1.42, 0.47",,BRD-K91938660,"12.50, 12.50","GRIN1, CHRFAM7A, CYP2E1, DRD2, GRIN2A, GRIN2B, GRIN3A, HTR3A"
CP,pyrvinium-pamoate,-60.25,"AKT inhibitor, androgen receptor (AR) inhibitor, androgen receptor antagonist","2.96, 0.81",,BRD-M86331534,"0.00, 0.00",AR
CP,thiotepa,-60.26,cytochrome P450 inhibitor,"1.48, 0.39",,BRD-K09631521,"0.00, 0.00",CYP2B6
CP,2-aminopurine,-60.44,serine/threonine protein kinase inhibitor,"1.43, 0.39",,BRD-K35128472,"0.00, 0.00",
CP,MRS-1845,-60.45,calcium channel blocker,"1.08, 0.34",,BRD-A32949107,"0.00, 0.00",ORAI1
CP,leu-enkephalin,-60.46,opioid receptor agonist,"1.40, 0.56",,BRD-A32836748,"11.11, 11.11","OPRD1, OPRM1"
CP,tacrolimus,-60.56,"calcineurin inhibitor, FK506-binding protein inhibitor, immunosuppressant, insulin expression inhibitor, interleukin receptor antagonist, macrolide calcineurin inhibitor, rotamase inhibitor, T cell inhibitor","1.22, 0.44",,BRD-K44094599,"0.00, 0.00","FKBP1A, CYP3A5, CYP3A7"
CP,BAS-09104376,-60.62,HIV integrase inhibitor,"1.69, 0.53",,BRD-K55991774,"0.00, 0.00",
CP,Y-27632,-60.63,"ROCK inhibitor, calcium sensitizer, leucine rich repeat kinase inhibitor","1.06, 0.25",Rho associated kinase inhibitor,BRD-K44084986,"11.11, 11.11","ROCK1, ROCK2, LRRK2, PKIA, PKN2, PRKACA, PRKCE"
CP,L-670596,57.55,prostanoid receptor antagonist,"1.40, 0.35",,BRD-A85472596,"11.11, 11.11",
CP,cyclophosphamide,57.52,"alkylating agrent, BCL inhibitor, galectin inhibitor","1.06, 0.41",,BRD-A09722536,"0.00, 0.00","BCL2, CYP2B6, CYP2C19, CYP3A5, LGALS1"
CP,citalopram,57.5,"serotonin reuptake inhibitor, serotonin uptake inhibitor","1.09, 0.23",,BRD-A47598013,"10.00, 10.00","SLC6A4, SLC6A2"
CP,venlafaxine,57.5,"serotonin reuptake inhibitor, adrenergic transmitter uptake inhibitor, norepinephrine reuptake inhibitor, norepinephrine reputake inhibitor, serotonin uptake inhibitor","0.63, 0.15",,BRD-A51714012,"10.00, 0.00","SLC6A2, SLC6A4, CYP2C19, SLC6A3"
CP,SA-1478088,57.5,metalloproteinase inhibitor,"2.35, 0.81",,BRD-K73395020,"10.00, 0.00","MMP12, MMP14, MMP2, MMP8, MMP9"
CP,byssochlamic-acid,57.35,mycotoxin,"1.36, 0.40",,BRD-K43468059,"11.11, 11.11",
CP,hyoscyamine,57.32,acetylcholine receptor inhibitor,"0.85, 0.27",,BRD-K40530731,"10.00, 0.00","CHRM1, CHRM2, CHRM3, CHRM4"
CP,clotrimazole,57.3,"cell wall synthesis inhibitor, cytochrome P450 inhibitor, imidazole inhibitor, intermediate conductance potassium channel activator, intermediate conductance potassium channel blocker, lanosterol demethylase inhibitor, sterol demethylase inhibitor","1.44, 0.69",,BRD-K15916496,"0.00, 0.00","KCNN4, CYP3A4, CYP51A1, NR1I2, NR1I3, TRPM2, TRPM4, TRPM8"
CP,PHCCC,57.25,"glutamate receptor agonist, glutamate receptor modulator","1.11, 0.30",,BRD-A48257147,"22.22, 22.22","GRM1, GRM4"
CP,protriptyline,57.15,tricyclic antidepressant (TCA),"1.17, 0.33",Tricyclic antidepressant,BRD-K42098891,"0.00, 0.00","SLC6A2, SLC6A4"
CP,GW-9662,-59.47,PPAR receptor antagonist,"1.00, 0.25",,BRD-K93258693,"0.00, 0.00","PPARG, NCOA2, RXRA"
CP,bicalutamide,-59.48,androgen receptor antagonist,"0.67, 0.17",,BRD-A29485665,"10.00, 10.00","AR, CYP2C19"
CP,NF-449,-59.54,purinergic receptor antagonist,"1.60, 0.48",,BRD-K36324071,"0.00, 0.00",P2RX1
CP,sappanone-a,-59.59,"melanogenesis inhibitor, tyrosinase inhibitor","1.13, 0.48",,BRD-K03557653,"0.00, 0.00",
CP,alfaxalone,-59.69,"11-beta hydroxysteroid dehydrogenase inhibitor, chloride channel agonist, general pump inhibitor","1.35, 0.51",,BRD-K41445866,"0.00, 0.00",HSD11B1
CP,BRD-K48974000,-59.79,CDC inhibitor,"0.70, 0.22",,BRD-K48974000,"11.11, 0.00",
CP,mepivacaine,-59.82,"potassium channel antagonist, voltage-gated sodium channel blocker","1.41, 0.36",,BRD-A03216249,"0.00, 0.00","SCN10A, SCN9A"
CP,prestwick-559,-59.95,dopamine receptor agonist,"0.68, 0.16",,BRD-K17378184,"10.00, 0.00","DRD3, ADRA1A, ADRA1D, ADRA2A, DRD1, DRD2, DRD4, HTR1A, HTR2B"
CP,primaquine,-59.98,"antimalarial agent, DNA inhibitor","0.57, 0.14",,BRD-A55913614,"0.00, 0.00","KRT7, NQO2"
CP,pipamperone,-60.01,"dopamine receptor, dopamine receptor antagonist, serotonin receptor antagonist","1.05, 0.34",Dopamine receptor antagonist,BRD-K26801045,"0.00, 0.00","DRD2, HTR2A, HRH1, HTR1A, HTR1B, HTR1D"
CP,flupirtine,57.13,"glutamate receptor antagonist, apoptosis inhibitor, opioid receptor agonist, potassium channel agonist","1.90, 0.58",,BRD-K50720187,"10.00, 0.00","KCNQ2, ADRA2A, KCNQ1, KCNQ3"
CP,aloisine,57.12,"CDK inhibitor, CFTR channel activator, glycogen synthase kinase inhibitor, JNK inhibitor","0.74, 0.28",,BRD-K51276371,"20.00, 10.00","CDK2, CDK5, CDK1, CDK5R1, CFTR, PTK2B, ZAP70"
CP,amonafide,57.1,"topoisomerase inhibitor, DNA intercalating drug","1.61, 0.44",Topoisomerase inhibitor,BRD-K56334280,"10.00, 10.00","TOP2A, TOP2B"
CP,tropisetron,56.98,"serotonin receptor antagonist, polarization inhibitor, sodium channel blocker","0.90, 0.24",,BRD-A79226577,"11.11, 0.00","HTR3A, GLRA1, GLRA2, GLRB, HTR4"
CP,quercetin,56.97,"aldose reductase inhibitor, cytokine production inhibitor, EGFR inhibitor, glucosidase inhibitor, monoamine oxidase inhibitor, polar auxin transport inhibitor, quorum sensing signaling modulator, SIRT activator, sodium channel blocker, tyrosine phosphatase inhibitor, xanthine oxidase inhibitor","0.98, 0.30",,BRD-K97399794,"0.00, 0.00","PIK3CG, AKR1B1, ATP5A1, ATP5B, ATP5C1, CYP2C8, EGFR, GAA, HCK, HIBCH, MAOA, PIM1, PTPN1, SCN5A, SIRT1, STK17B, UGT3A1, XDH"
CP,tozasertib,56.97,"Aurora kinase inhibitor, Bcr-Abl kinase inhibitor, FLT3 inhibitor, JAK inhibitor, Abl kinase inhibitor, mitotic inhibitor","1.70, 0.50",,BRD-K87947369,"10.00, 10.00","AURKA, AURKB, ABL1, AURKC, BCR, FLT3, JAK2, DDR2, LCK"
CP,berbamine,56.95,calmodulin antagonist,"1.76, 0.69",Calmodulin antagonist,BRD-K50464341,"0.00, 0.00",CALM1
CP,GW-9508,56.94,"Free Fatty Acid Receptor 1 (FFAR1;  GPR40) Agonists, G protein coupled receptor agonist, G-protein coupled receptor agonist","0.51, 0.08",,BRD-K71534238,"30.00, 20.00","FFAR4, FFAR1"
CP,brefeldin-a,56.9,"antibiotic that disrupts Golgi function, brefeldin A inhibited guanine nucleotide exchange protein inhibitors, golgi-specific brefeldin A-resistance guanine nucleotide exchange factor inhibitor, protein synthesis inhibitor","2.14, 0.78",Protein synthesis inhibitor,BRD-A17065207,"0.00, 0.00","ARF1, ARFGEF1, ARFGEF2, CYTH2, GBF1, SAR1A"
CP,latanoprost,56.84,prostanoid receptor agonist,"1.78, 0.70",,BRD-K10961822,"0.00, 0.00",PTGFR
CP,perphenazine,-58.74,"dopamine receptor, dopamine receptor antagonist","1.30, 0.53",Dopamine receptor antagonist,BRD-K10995081,"0.00, 0.00","DRD2, CALM1, DRD1, HRH1, HTR2A, HTR2C, HTR6, HTR7"
CP,BIBX-1382,-58.77,"EGFR inhibitor, tyrosine kinase inhibitor","1.45, 0.41",EGFR inhibitor,BRD-K70914287,"0.00, 0.00","EGFR, ERBB2"
CP,triclabendazole,-58.84,"acetylcholinesterase inhibitor, DNA methyltransferase inhibitor, microtubule inhibitor","0.83, 0.25",,BRD-K81916719,"0.00, 0.00",DNMT1
CP,tenidap,-58.85,"cyclooxygenase inhibitor, lipoxygenase inhibitor, prostanoid receptor antagonist","0.78, 0.24",,BRD-A87479750,"0.00, 0.00","ALOX5, KCNJ4, PTGS1"
CP,CAY-10415,-58.93,insulin sensitizer,"0.77, 0.24",PPAR receptor agonist,BRD-A61858259,"0.00, 0.00",INS
CP,topotecan,-59.12,topoisomerase inhibitor,"2.99, 0.69",,BRD-K55696337,"0.00, 0.00","TOP1, TOP1MT"
CP,tyrphostin-AG-112,-59.2,protein tyrosine kinase inhibitor,"1.78, 0.49",,BRD-K01192156,"0.00, 0.00",EGFR
CP,BRD-K32656671,-59.29,mannose-6-phosphate isomerate inhibitor,"1.67, 0.41",,BRD-K32656671,"0.00, 0.00",
CP,VX-222,-59.34,"HCV inhibitor, RNA-directed RNA polymerase inhibitor","0.59, 0.25",,BRD-K81783531,"0.00, 0.00",
